River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.15,34.93,6.49,6.24,3.98,31.2,3030,394.4,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.83,19.52,1.58,7.02,4.05,13.2,10868,207.2,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.05,23.24,4.24,5.16,6.48,34.6,13506,342.8,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.15,25.88,2.13,4.84,6.04,45.1,5366,243.3,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.9,22.08,11.62,6.74,0.29,23.3,2850,314.4,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.83,25.45,4.88,6.65,5.39,,,245.3,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.12,11.39,6.66,5.12,5.15,19.6,2867,347.2,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.85,20.87,6.9,7.84,2.16,28.5,2394,332.8,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.73,21.89,8.01,7.95,1.51,28.3,9698,367.8,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.16,26.78,3.36,6.26,4.34,35.5,17053,514.2,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.68,,6.93,9.04,,27.3,14463,377.9,synthetic_generated_2025,0,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.32,26.54,,6.76,5.48,30.6,7996,523.6,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.52,20.17,9.59,3.21,6.87,,15897,356.2,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.24,19.01,2.42,5.18,1.52,31.5,14969,357.8,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.88,27.58,12.49,5.88,,,12794,380.7,synthetic_generated_2025,0,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,,18.24,8.74,6.19,3.63,29.7,8241,,synthetic_generated_2025,0,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.96,27.53,4.53,6.03,8.44,39.4,3436,448.5,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.03,26.57,,6.51,3.33,22.5,2008,213,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.48,20.11,13.55,5.34,,17.3,8088,,synthetic_generated_2025,0,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,6.86,29.05,3.39,7.6,6.95,13.3,14797,627.3,synthetic_generated_2025,1,1
Ganga,Varanasi (Dashaswamedh),Uttar Pradesh,,7.13,30.33,2.9,5.86,8.29,28.5,9200,372,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.11,11.99,2.2,6.53,4.43,16,4275,431.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.34,,4.5,5.51,2.96,20.7,2674,261.5,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.93,30.82,1.95,,,16.6,2786,,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.17,21.27,8.2,8.45,2.12,20.6,1829,309.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.34,17.7,2.56,9,3.09,8.8,2373,313.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,18.25,5.81,7.69,3.5,21.1,358,277.8,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.2,21.93,1.59,8.01,3.44,17,4712,220,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.52,18.7,2.86,6.96,3.37,16.5,3473,335.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.38,27.93,1.52,7.01,2.7,35.8,,454.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.04,27.79,5.95,8.45,4.29,20.6,1505,243.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.93,25.06,4.64,,3.14,25.8,528,258.1,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.06,20.7,0.53,7.59,5.37,20.8,5582,426.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.01,22,3.31,,3.75,25.8,243,421.8,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.09,17.27,5.76,,5.81,16.8,1630,385.2,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,22.92,,4.69,3.1,22.7,3208,392.3,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.94,14.69,,5.99,3.91,18.4,2294,429.1,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.46,25.28,,9.13,0.73,16.9,,353,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.98,36.01,2.53,5.28,,12.4,4152,345.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.27,24.5,4.5,8.38,3.93,22.2,4877,266.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.43,18.64,3.09,8.62,5.57,15.9,2863,343.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.44,20.57,6.1,6.79,4.9,30.9,4929,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.25,19,5.64,7.29,2.32,21.4,6427,346.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.49,17.57,4.85,6.32,,21.5,4399,182.8,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.03,17.4,0.55,6.99,5.15,21.1,1440,384.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.44,19.47,2.48,8.37,5.1,19.5,3869,233.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.12,28.36,4.68,6.79,3.55,14.6,2134,275.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.21,25.74,6.49,7.7,3.21,,2552,325.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.11,14.61,,6.39,1.14,22,1463,276.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,,1.85,7.11,6.02,19.6,2136,244.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.08,21.98,3.21,7.38,4.11,14.6,4368,354.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,29.89,5.26,8.85,6.49,21.3,644,,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.05,26.04,6.66,,5.09,19.5,984,283.6,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.37,20.61,0.31,7.02,3.57,,1364,361,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.06,23.13,3.3,7.71,2.81,18,2692,336.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.98,20.61,2.76,7.78,2.67,16.4,5371,342.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.09,19.03,0.94,6.38,2.26,23.5,1737,303.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.16,20.07,,6.73,,12.1,4489,277.3,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.24,18.03,2.08,8.1,5.45,21.7,3877,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.93,17.57,1.8,6.77,2.78,21.5,4231,406.5,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.19,,2.83,7.77,1.23,15.9,1145,290,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.03,,,6.8,3.39,22.1,372,364,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.53,15.19,6.88,7.24,3.55,13.5,957,279.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.34,20.01,1.48,8.16,1.82,13.7,3875,292.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.37,23.58,2.16,7.35,0.27,21.3,3199,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.33,16.87,4.72,7.97,4.07,18.9,6161,359.5,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.73,23.5,2.69,8.04,4.92,,5830,305.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.94,23.21,4.15,8.68,4.69,18.3,143,354.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.24,21.35,3.23,6.72,4.91,,2151,260.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.22,29.99,,6.08,4.05,21.5,1293,365.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.18,24.16,3.83,6.76,,13.2,2050,406,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.49,,4.27,7.5,4.74,15.5,820,265.9,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.84,27.04,6.04,7.17,,22.7,5448,,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.09,16.71,1.15,9.06,4.83,30.4,3579,285.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.3,23.65,3.38,7.66,2.6,23.7,114,334.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.3,19.28,3.11,6.16,2.22,25.8,2565,289.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.33,23.57,5.62,8.4,1.97,13.5,1097,398.1,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.01,16.09,2.42,7.32,1.75,28.8,,427.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.96,9.61,1.42,8.61,2.9,19,3811,464.5,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.18,21.44,5.29,,1.72,18.1,3822,,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.52,19.75,5.03,7.11,,13.8,4506,363.9,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.13,,0.33,9.28,4.23,,4313,203.9,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.3,30.39,5.49,,,23.5,3513,409,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.02,,,5.84,4.79,3.4,7929,440.2,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.18,22.91,,7.54,3.75,20.8,2068,411,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.46,21.6,3.93,,5.36,18.5,5066,311.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.11,16.68,2.39,6.93,3.43,11.8,,429.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.06,25.92,4.92,8.28,6.33,20.1,3352,241.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.1,15.17,1.93,9.45,4.6,25.6,4854,466.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.14,19.77,3.94,,2.42,6.9,514,276.1,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,16.63,1.8,6.19,3.27,14.8,4313,352.5,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.23,30.02,4.42,8.41,3.7,24.1,,283.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,18.38,10.26,8.02,3.38,16.9,1539,322.4,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.51,28.85,4.97,,3.58,23.8,1138,343.4,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.15,25.25,2.59,9.22,1.57,27.5,970,176.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.3,21.86,0.64,,3.2,19,4201,380.6,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,24.06,,5.11,,15.9,2736,255.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.28,24.86,,9.02,,29.2,1215,157.9,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.24,25.05,3.04,7.16,1.77,17.8,4142,272.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.86,15.96,3.13,8.78,4.06,20.1,2460,262.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.08,17.72,0.13,6.47,7.16,23.7,6334,386.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.13,22.57,3.01,7.62,5.43,19.3,174,307.1,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.94,15.87,3.53,7.84,2.94,17.1,1314,318.1,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.25,28.49,6.03,7.44,2.79,16,2017,285.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.44,27.31,5.52,7.59,2.5,11.6,2419,442.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.04,23.68,4.08,7.89,4.39,14.3,63,351.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.07,27.55,4.05,8.41,3.78,27.8,2947,201.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.29,24.54,4.35,5.49,3.68,13.3,2842,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.31,18.62,5.49,7.25,2.87,20.1,1317,346.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.31,,2.29,6.56,3.04,14.2,3628,227.1,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.08,21.4,0.21,7.99,1.84,20.6,1411,233.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.3,17.41,2.77,7.53,2.98,25.4,2934,392.6,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.05,,8.52,9.31,,18,7352,349.5,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.27,21.84,6.52,4.53,4.26,24.3,4793,314.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.78,18.55,6.43,8.59,4.28,17.3,,272.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.37,19.31,,5.82,1.08,,150,488.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7,20.57,7.4,7.58,5.27,23,4727,96,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.07,15.84,4.36,6.04,4.41,23.8,822,444,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.43,23.47,4.67,5.83,4.06,15.6,807,459.5,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.1,24.66,1.44,9.95,4.9,18.8,,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.95,22.67,,,3.34,19.3,4246,368.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.01,20.69,2.3,8.74,3.64,30.4,3327,339.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.2,16.59,0.35,8.23,4.37,22.8,,266.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.83,19.79,1.23,7.73,2.52,26.7,5707,374.4,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.46,19.24,,6.74,6.09,11.1,2499,322.7,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.04,15.74,2.93,9.07,4.47,24.2,4279,,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.98,26.11,6.86,7.5,,20.7,1398,270.7,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.58,22.52,4.7,6.52,4.65,16.8,2642,311.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.45,24.19,2.37,5.17,3.14,26.2,1715,322.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,24.26,6.85,7.31,4.11,14.8,,198,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.13,22.4,3.58,8.26,3.32,17.9,2138,262.8,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.86,27.19,4.77,,0.1,,2014,526.4,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.17,18.41,,7.76,4.66,,3648,280.2,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,,17.84,2.52,9.68,2.9,25.4,1748,340.9,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.4,25.95,5.07,7.96,6.53,20.3,3654,203.9,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.48,,1.83,8.57,3.53,20.2,,240.8,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.28,8.46,4.03,6.05,2.05,15.1,1173,210,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,6.7,20.5,4.79,8.22,3.62,25.3,7592,457,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.12,17.27,4.4,,3.39,25,2298,244.3,synthetic_generated_2025,0,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.13,19.96,2.28,8.29,2.53,25.1,2537,278.3,synthetic_generated_2025,1,1
Ganga,Prayagraj (Sangam),Uttar Pradesh,,7.39,,,9.95,1.39,25.7,3362,226.1,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.55,16.65,4.15,7.4,3.35,24.9,5842,340.1,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.42,18.7,3.16,,1.44,29.6,2475,,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.27,20.31,4.49,8.98,,24.9,3088,199.7,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.45,22.47,1.89,7.44,,29.3,4080,361.6,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,,18.99,4.92,7.66,1.05,14.5,,409,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.3,25.82,2.59,8,3.01,24.3,2839,358.6,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.17,25.93,5.85,6.98,6.44,21.9,414,349.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.27,30.01,2.79,8.2,5.11,24.9,1877,232.7,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.07,,2.67,,3.85,,5616,373,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.7,23.85,0.57,6.96,0.6,18,1474,,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.3,31.61,4.32,7.07,,14.6,3406,,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.03,22.09,4.16,,1.54,22.9,5462,380.7,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,6.77,28.15,5.94,7.07,2.94,19.6,2604,330.2,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.39,18.38,,8.04,2.21,19.6,2186,275.9,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.33,26.6,6.62,10.45,3.88,16,,298.7,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.36,27.88,0.96,8.21,0.58,19.5,4724,275.9,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.02,18.14,0.54,7.67,3.26,12.9,2887,402.2,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.17,,3.99,6.08,3,16.3,1576,215.7,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.04,25.22,3.95,7.42,5.44,22.4,822,265.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.12,25.77,7.15,7.92,5.25,18.5,3745,385.9,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.13,21.64,1.73,7.64,4.26,24,2211,214.9,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.05,25.84,1.66,8.35,3.81,19.7,1186,,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.09,22.74,6.58,,,17,3999,185,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.26,21.02,4.58,6.55,2.23,20.4,2846,,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.13,,2.41,,5.34,,5170,258,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,6.93,19.49,5.01,8.19,3.2,24.1,2046,328.3,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.5,21.23,2.42,7.67,5.43,,590,196.7,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.06,22.43,3.02,7.23,5.52,29.2,720,346.2,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.26,18.77,2.24,6.06,2.22,31.8,915,224.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.37,20.46,0.09,7.45,1.19,,568,307.1,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.5,16.77,4.13,,4.03,28.3,2058,287.6,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,,28.77,3.48,8.44,4.55,20.7,320,205.2,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.05,,3.22,8.67,3.49,17.3,551,,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.3,32.53,5.28,7.41,3.5,16.9,,275.8,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.25,27.44,2.09,5.97,4.55,21.9,259,261.3,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.15,22.84,2.87,8.66,,10.5,3547,368.4,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,6.98,14.74,3.32,7.27,2.87,19.5,294,285.2,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.35,16.44,6.62,,1.63,13.1,3196,288.7,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,6.97,29.03,1.85,10.47,5.7,15.2,2540,380.3,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.26,25.98,0.6,,3.83,30,557,444.6,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.1,21.86,2.07,7.46,0,22.6,2256,293.1,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.59,21.49,3.21,6.53,3.54,28.3,4571,388.4,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.44,19.72,0.09,8.89,5.54,11.8,5518,350.6,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,,21.72,1.7,,2.95,16.2,2773,294.1,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.18,22.66,2.88,7.33,1.12,22.1,3795,359.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,6.71,21.3,5.84,7.41,,20.8,1793,322.5,synthetic_generated_2025,0,1
Ganga,Buxar (Gabion),Bihar,,7.16,24.53,1.48,6.73,4.27,25.6,1256,213.3,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.18,14.76,7.38,6.56,1.46,18.7,577,315.9,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,6.91,32.2,2.69,7.32,2.35,16.2,7048,395.2,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.23,19.86,0.63,9.69,1.73,21.3,981,,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.24,25.1,3.53,7.69,3.13,,5095,371.7,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,6.98,28.34,2.07,7.41,5.21,11.8,,265.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7,26.88,4.4,9.25,6.02,17.9,7506,,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.01,13.22,3.08,7.18,2.92,21.3,5359,295.8,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.49,18.39,3.89,8.14,2.68,22.9,2826,202.6,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7,19,4.29,7.86,2.24,13,3063,305.5,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.04,19.7,1.16,5.69,4.58,21.3,2520,208,synthetic_generated_2025,1,1
Ganga,Buxar (Gabion),Bihar,,7.16,23.46,4.15,7.65,4.24,13.2,,329.1,synthetic_generated_2025,1,1
